Date,HE,MWh
3/13/2019,15,13211.88
3/13/2019,16,13425.49
3/13/2019,17,14002.05
3/13/2019,18,14739.51
3/13/2019,19,15289.36
3/13/2019,20,15591.66
3/13/2019,21,15141.47
3/13/2019,22,14251.22
3/13/2019,23,13075.88
3/13/2019,24,12015.67
3/14/2019,1,11569.16
3/14/2019,2,11357.11
3/14/2019,3,11302.11
3/14/2019,4,11294.49
3/14/2019,5,11467.61
3/14/2019,6,12042.49
3/14/2019,7,13770.98
3/14/2019,8,14703.71
3/14/2019,9,14704.34
3/14/2019,10,14193.58
3/14/2019,11,13806.6
3/14/2019,12,13385.13
3/14/2019,13,13014.28
3/14/2019,14,12723.31
3/14/2019,15,12512.8
3/14/2019,16,12661.93
3/14/2019,17,13160.79
3/14/2019,18,13878.4
3/14/2019,19,14508.64
3/14/2019,20,14932.08
3/14/2019,21,14581.68
3/14/2019,22,13772.68
3/14/2019,23,12640.44
3/14/2019,24,11556.32
3/15/2019,1,11030.96
3/15/2019,2,11489.24
3/15/2019,3,11338.16
3/15/2019,4,11296.31
3/15/2019,5,11527.58
3/15/2019,6,12263.99
3/15/2019,7,13229.8
3/15/2019,8,13873.17
3/15/2019,9,13921.93
3/15/2019,10,13961.45
3/15/2019,11,13939.08
3/15/2019,12,13789.69
3/15/2019,13,13432.94
3/15/2019,14,13357.07
3/15/2019,15,12553.78
3/15/2019,16,12456.74
3/15/2019,17,13012.4
3/15/2019,18,13447.67
3/15/2019,19,13561.98
3/15/2019,20,13908.46
3/15/2019,21,13515.42
3/15/2019,22,12801.92
3/15/2019,23,11904.57
3/15/2019,24,11192.54
3/16/2019,1,10556.44
3/16/2019,2,10414.26
3/16/2019,3,10662.04
3/16/2019,4,10788.03
3/16/2019,5,10689.87
3/16/2019,6,10804.32
3/16/2019,7,11026.12
3/16/2019,8,11409.89
3/16/2019,9,11737.41
3/16/2019,10,11677.52
3/16/2019,11,11513.17
3/16/2019,12,11420.24
3/16/2019,13,11349.41
3/16/2019,14,11205.32
3/16/2019,15,11060.36
3/16/2019,16,11097.68
3/16/2019,17,11361.2
3/16/2019,18,12243.49
3/16/2019,19,13027.5
3/16/2019,20,13669.35
3/16/2019,21,13539.49
3/16/2019,22,13053.68
3/16/2019,23,12361.07
3/16/2019,24,11733.17
3/17/2019,1,11279.64
3/17/2019,2,10988.96
3/17/2019,3,11036.27
3/17/2019,4,10960.12
3/17/2019,5,10877.78
3/17/2019,6,11139.26
3/17/2019,7,11552.38
3/17/2019,8,11941.68
3/17/2019,9,12196.26
3/17/2019,10,12186.6
3/17/2019,11,12084.65
3/17/2019,12,11888.52
3/17/2019,13,11601.35
3/17/2019,14,11396.59
3/17/2019,15,11257.54
3/17/2019,16,11079.73
3/17/2019,17,11674.68
3/17/2019,18,12714.07
3/17/2019,19,13707.75
3/17/2019,20,14530.76
3/17/2019,21,14366.18
3/17/2019,22,13645.09
3/17/2019,23,12670.1
3/17/2019,24,12069.89
3/18/2019,1,11787.85
3/18/2019,2,11787.68
3/18/2019,3,11486.92
3/18/2019,4,11597.59
3/18/2019,5,12025.85
3/18/2019,6,12615.47
3/18/2019,7,14384.58
3/18/2019,8,15299.54
3/18/2019,9,14726.31
3/18/2019,10,13740.99
3/18/2019,11,13128.93
3/18/2019,12,12788.36
3/18/2019,13,12484.16
3/18/2019,14,12664.98
3/18/2019,15,12773.91
3/18/2019,16,12948.4
3/18/2019,17,13293.11
3/18/2019,18,13894.94
3/18/2019,19,14817.44
3/18/2019,20,15515.82
3/18/2019,21,15201.01
3/18/2019,22,14313.77
3/18/2019,23,13154.77
3/18/2019,24,12134.89
3/19/2019,1,11655.62
3/19/2019,2,11731.14
3/19/2019,3,11884.94
3/19/2019,4,12037.41
3/19/2019,5,12194.08
3/19/2019,6,12726.83
3/19/2019,7,14520.09
3/19/2019,8,15317.14
3/19/2019,9,14640.64
3/19/2019,10,13628.93
3/19/2019,11,12967.79
3/19/2019,12,12691.88
3/19/2019,13,12550.31
3/19/2019,14,12755.7
3/19/2019,15,13041.63
3/19/2019,16,13105.79
3/19/2019,17,13487.2
3/19/2019,18,13904.21
3/19/2019,19,14696.74
3/19/2019,20,15325.36
3/19/2019,21,15061.32
3/19/2019,22,14237.6
3/19/2019,23,13101.4
3/19/2019,24,12147.34
3/20/2019,1,11998.98
3/20/2019,2,12097.8
3/20/2019,3,12208.68
3/20/2019,4,12250.66
3/20/2019,5,12345.11
3/20/2019,6,12715.98
3/20/2019,7,14498.91
3/20/2019,8,15299.72
3/20/2019,9,14622.95
3/20/2019,10,13548.99
3/20/2019,11,12728.33
3/20/2019,12,12220.57
3/20/2019,13,12138.06
3/20/2019,14,12146.24
3/20/2019,15,12043.59
3/20/2019,16,12250.51
3/20/2019,17,12771.58
3/20/2019,18,13284.45
3/20/2019,19,14161.09
3/20/2019,20,14867.88
3/20/2019,21,14599.2
3/20/2019,22,13772.04
3/20/2019,23,12626.83
3/20/2019,24,11653.58
3/21/2019,1,11568.98
3/21/2019,2,11709.2
3/21/2019,3,11617.66
3/21/2019,4,11638.86
3/21/2019,5,11984.14
3/21/2019,6,12433.22
3/21/2019,7,13612.32
3/21/2019,8,14466.17
3/21/2019,9,14235.97
3/21/2019,10,13859.76
3/21/2019,11,13750.78
3/21/2019,12,13495.5
3/21/2019,13,13390.66
3/21/2019,14,13215.91
3/21/2019,15,13309.41
3/21/2019,16,13561.27
3/21/2019,17,13858.19
3/21/2019,18,14371.9
3/21/2019,19,14739.12
3/21/2019,20,15014.42
3/21/2019,21,14611.4
3/21/2019,22,13745.61
3/21/2019,23,12586.56
3/21/2019,24,11499.23
3/22/2019,1,11070.48
3/22/2019,2,10741.54
3/22/2019,3,10576.98
3/22/2019,4,10542.85
3/22/2019,5,10863.06
3/22/2019,6,11564.57
3/22/2019,7,13207.35
3/22/2019,8,14334.75
3/22/2019,9,14700.01
3/22/2019,10,14861.72
3/22/2019,11,14930.17
3/22/2019,12,14889.96
3/22/2019,13,14695.46
3/22/2019,14,14497.13
3/22/2019,15,14178.87
3/22/2019,16,13966.02
3/22/2019,17,14117.3
3/22/2019,18,14435.88
3/22/2019,19,14597.67
3/22/2019,20,14813.29
3/22/2019,21,14429.37
3/22/2019,22,13721.1
3/22/2019,23,12929.71
3/22/2019,24,12077.86
3/23/2019,1,11669.21
3/23/2019,2,11350.92
3/23/2019,3,11204.37
3/23/2019,4,11275.06
3/23/2019,5,11519.73
3/23/2019,6,11729.68
3/23/2019,7,12058.03
3/23/2019,8,12706.75
3/23/2019,9,13397.23
3/23/2019,10,13318.05
3/23/2019,11,12702.46
3/23/2019,12,12282.36
3/23/2019,13,12149.78
3/23/2019,14,11685.11
3/23/2019,15,11435.7
3/23/2019,16,11551.96
3/23/2019,17,11747.01
3/23/2019,18,12357.26
3/23/2019,19,13202.67
3/23/2019,20,13875.83
3/23/2019,21,13798.96
3/23/2019,22,13321.7
3/23/2019,23,12613.15
3/23/2019,24,11823.4
3/24/2019,1,11515.68
3/24/2019,2,11821.73
3/24/2019,3,11811.13
3/24/2019,4,11743.13
3/24/2019,5,11814.6
3/24/2019,6,11935.57
3/24/2019,7,11860.69
3/24/2019,8,11926.69
3/24/2019,9,11847.54
3/24/2019,10,11530.02
3/24/2019,11,11257.3
3/24/2019,12,10812.29
3/24/2019,13,10711.9
3/24/2019,14,10423.12
3/24/2019,15,10297.6
3/24/2019,16,11316.85
3/24/2019,17,12040.46
3/24/2019,18,12603
3/24/2019,19,13164.14
3/24/2019,20,13747.4
3/24/2019,21,13496.85
3/24/2019,22,12681.26
3/24/2019,23,11642.18
3/24/2019,24,10900.23
3/25/2019,1,10133.43
3/25/2019,2,9801.58
3/25/2019,3,9689.93
3/25/2019,4,9742.25
3/25/2019,5,10355
3/25/2019,6,11203.68
3/25/2019,7,12932.55
3/25/2019,8,13898.66
3/25/2019,9,13897.16
3/25/2019,10,13427.88
3/25/2019,11,12864.32
3/25/2019,12,12442.36
3/25/2019,13,12237.68
3/25/2019,14,11999.33
3/25/2019,15,11763.04
3/25/2019,16,12036.29
3/25/2019,17,12609.1
3/25/2019,18,13392.6
3/25/2019,19,14196.94
3/25/2019,20,14785.86
3/25/2019,21,14529.86
3/25/2019,22,13654.78
3/25/2019,23,12525.49
3/25/2019,24,11770.74
3/26/2019,1,11210.45
3/26/2019,2,10955.02
3/26/2019,3,10871.62
3/26/2019,4,10985.13
3/26/2019,5,11412.73
3/26/2019,6,12408.89
3/26/2019,7,13993.02
3/26/2019,8,14679.94
3/26/2019,9,14007.17
3/26/2019,10,13085.85
3/26/2019,11,12489.13
3/26/2019,12,12103.42
3/26/2019,13,11776.28
3/26/2019,14,11592.05
3/26/2019,15,11408.08
3/26/2019,16,11575.58
3/26/2019,17,12416.33
3/26/2019,18,13259.52
3/26/2019,19,14234.39
3/26/2019,20,14994.28
3/26/2019,21,14846.63
3/26/2019,22,14029.02
3/26/2019,23,12897.34
3/26/2019,24,11922.09
3/27/2019,1,11578.83
3/27/2019,2,11324.07
3/27/2019,3,11223.39
3/27/2019,4,11277.9
3/27/2019,5,11636.99
3/27/2019,6,12489.68
3/27/2019,7,14232.4
3/27/2019,8,14933.97
3/27/2019,9,14168.43
3/27/2019,10,13210.15
3/27/2019,11,12533.78
3/27/2019,12,12083.45
3/27/2019,13,11895.54
3/27/2019,14,11898.35
3/27/2019,15,11968.22
3/27/2019,16,11944.44
3/27/2019,17,12535.87
3/27/2019,18,13249.92
3/27/2019,19,14091.36
3/27/2019,20,14861.36
3/27/2019,21,14830.33
3/27/2019,22,14399.72
3/27/2019,23,12798.12
3/27/2019,24,11766.6
3/28/2019,1,11766.69
3/28/2019,2,11947.77
3/28/2019,3,11854.95
3/28/2019,4,11881.4
3/28/2019,5,12247.11
3/28/2019,6,12671.67
3/28/2019,7,13929.61
3/28/2019,8,14554.65
3/28/2019,9,13884.37
3/28/2019,10,12988.95
3/28/2019,11,12342.05
3/28/2019,12,11963.39
3/28/2019,13,11869.68
3/28/2019,14,11737.64
3/28/2019,15,11631.42
3/28/2019,16,11894.89
3/28/2019,17,12538.25
3/28/2019,18,13235.95
3/28/2019,19,13966.64
3/28/2019,20,14596.88
3/28/2019,21,14308.28
3/28/2019,22,13426.63
3/28/2019,23,12272.79
3/28/2019,24,11193.91
3/29/2019,1,10499.53
3/29/2019,2,10390.51
3/29/2019,3,10211.81
3/29/2019,4,10185.91
3/29/2019,5,10466.42
3/29/2019,6,11142.89
3/29/2019,7,12762.91
3/29/2019,8,13667.77
3/29/2019,9,13832.18
3/29/2019,10,13858.64
3/29/2019,11,13883.19
3/29/2019,12,13761.15
3/29/2019,13,13422.2
3/29/2019,14,13409.18
3/29/2019,15,13278.26
3/29/2019,16,13149.32
3/29/2019,17,13168
3/29/2019,18,13414.87
3/29/2019,19,13551.77
3/29/2019,20,13823.94
3/29/2019,21,13503.67
3/29/2019,22,12824.76
3/29/2019,23,11895.36
3/29/2019,24,10971.1
3/30/2019,1,10550.06
3/30/2019,2,10446.9
3/30/2019,3,10237.92
3/30/2019,4,10152.36
3/30/2019,5,10225.82
3/30/2019,6,10591.3
3/30/2019,7,10994.54
3/30/2019,8,11711.21
3/30/2019,9,12032.71
3/30/2019,10,12087.06
3/30/2019,11,11705.6
3/30/2019,12,11128.27
3/30/2019,13,10806.73
3/30/2019,14,10775.66
3/30/2019,15,10561.48
3/30/2019,16,10721.24
3/30/2019,17,11160.46
3/30/2019,18,11569.58
3/30/2019,19,12116.08
3/30/2019,20,12581.98
3/30/2019,21,12425.78
3/30/2019,22,11866.67
3/30/2019,23,11102.33
3/30/2019,24,10541.09
3/31/2019,1,9984.22
3/31/2019,2,9741.21
3/31/2019,3,9629.99
3/31/2019,4,9684.74
3/31/2019,5,9716.14
3/31/2019,6,9672.88
3/31/2019,7,10092.82
3/31/2019,8,10531.54
3/31/2019,9,10934.7
3/31/2019,10,10766.49
3/31/2019,11,11091.92
3/31/2019,12,11861.94
3/31/2019,13,12336.86
3/31/2019,14,12378.77
3/31/2019,15,12326.72
3/31/2019,16,12687.09
3/31/2019,17,12907.61
3/31/2019,18,13247.54
3/31/2019,19,13357.86
3/31/2019,20,13581.75
3/31/2019,21,13307.81
3/31/2019,22,12512.96
3/31/2019,23,11719.94
3/31/2019,24,11163.79
4/1/2019,1,10545.24
4/1/2019,2,10584.45
4/1/2019,3,10636.43
4/1/2019,4,10616.08
4/1/2019,5,10682.68
4/1/2019,6,11872.23
4/1/2019,7,13214.76
4/1/2019,8,13948.15
4/1/2019,9,13426.83
4/1/2019,10,12726.96
4/1/2019,11,12233.74
4/1/2019,12,11926.2
4/1/2019,13,11650.16
4/1/2019,14,11572.51
4/1/2019,15,11564.53
4/1/2019,16,11637.5
4/1/2019,17,12251.56
4/1/2019,18,13107.7
4/1/2019,19,13991.27
4/1/2019,20,14687.92
4/1/2019,21,14587.7
4/1/2019,22,13838.24
4/1/2019,23,12699.58
4/1/2019,24,11695.37
4/2/2019,1,11080.83
4/2/2019,2,11066.25
4/2/2019,3,10932.5
4/2/2019,4,11024.9
4/2/2019,5,11414.98
4/2/2019,6,12263.78
4/2/2019,7,13961.65
4/2/2019,8,14434.94
4/2/2019,9,13692.53
4/2/2019,10,12851.03
4/2/2019,11,12236.37
4/2/2019,12,11905.26
4/2/2019,13,11623.62
4/2/2019,14,11594
4/2/2019,15,11649.32
4/2/2019,16,11917.34
4/2/2019,17,12446.18
4/2/2019,18,13464.86
4/2/2019,19,14134.22
4/2/2019,20,14602.66
4/2/2019,21,14311.98
4/2/2019,22,13453.48
4/2/2019,23,12228.37
4/2/2019,24,11166.3
4/3/2019,1,10782.63
4/3/2019,2,10750.75
4/3/2019,3,10598.33
4/3/2019,4,10600.48
4/3/2019,5,10969.04
4/3/2019,6,11600.88
4/3/2019,7,13116.68
4/3/2019,8,14065.61
4/3/2019,9,14031.87
4/3/2019,10,13426.26
4/3/2019,11,12513.4
4/3/2019,12,11727.59
4/3/2019,13,11510.98
4/3/2019,14,11691.5
4/3/2019,15,11761.21
4/3/2019,16,11646.5
4/3/2019,17,11858.02
4/3/2019,18,12701.82
4/3/2019,19,13350.59
4/3/2019,20,13944.49
4/3/2019,21,13884.96
4/3/2019,22,13086.56
4/3/2019,23,12143.07
4/3/2019,24,11228.69
4/4/2019,1,10870.48
4/4/2019,2,10874.09
4/4/2019,3,10757.78
4/4/2019,4,10795.21
4/4/2019,5,11142.88
4/4/2019,6,11698.35
4/4/2019,7,13078.56
4/4/2019,8,13714.9
4/4/2019,9,13105.67
4/4/2019,10,12324.5
4/4/2019,11,11877.82
4/4/2019,12,11764.71
4/4/2019,13,11543.88
4/4/2019,14,11679.88
4/4/2019,15,11536.89
4/4/2019,16,11361.96
4/4/2019,17,12044.59
4/4/2019,18,12766.37
4/4/2019,19,13607.23
4/4/2019,20,14325.77
4/4/2019,21,14297.51
4/4/2019,22,13544.26
4/4/2019,23,12460.83
4/4/2019,24,11657.63
4/5/2019,1,11091.39
4/5/2019,2,10814.46
4/5/2019,3,10671.6
4/5/2019,4,10690.72
4/5/2019,5,11136.41
4/5/2019,6,11830.71
4/5/2019,7,13396.95
4/5/2019,8,14044.16
4/5/2019,9,13626.47
4/5/2019,10,13095.98
4/5/2019,11,12874.74
4/5/2019,12,12678.65
4/5/2019,13,12418.16
4/5/2019,14,12449.15
4/5/2019,15,12614.26
4/5/2019,16,13097.85
4/5/2019,17,13452.62
4/5/2019,18,13882.95
4/5/2019,19,14092.06
4/5/2019,20,14304.3
4/5/2019,21,14037.71
4/5/2019,22,13397.36
4/5/2019,23,12439.68
4/5/2019,24,11473
4/6/2019,1,10804.29
4/6/2019,2,10493.52
4/6/2019,3,10443.75
4/6/2019,4,10350.4
4/6/2019,5,10418.61
4/6/2019,6,10772.45
4/6/2019,7,11173.97
4/6/2019,8,11890.96
4/6/2019,9,12392.45
4/6/2019,10,12146.37
4/6/2019,11,11387.27
4/6/2019,12,10868.81
4/6/2019,13,10808.52
4/6/2019,14,10726.48
4/6/2019,15,10455.78
4/6/2019,16,10551.25
4/6/2019,17,10991.93
4/6/2019,18,11256.65
4/6/2019,19,11867.92
4/6/2019,20,12353.49
4/6/2019,21,12381.05
4/6/2019,22,11859.2
4/6/2019,23,11111.27
4/6/2019,24,10348.02
4/7/2019,1,10096.6
4/7/2019,2,9891.52
4/7/2019,3,9828.52
4/7/2019,4,9965.68
4/7/2019,5,10043.28
4/7/2019,6,10077.22
4/7/2019,7,10300.84
4/7/2019,8,10622.96
4/7/2019,9,10593.76
4/7/2019,10,10566.05
4/7/2019,11,10466.03
4/7/2019,12,10284.17
4/7/2019,13,10137.4
4/7/2019,14,10505.32
4/7/2019,15,10608.36
4/7/2019,16,10591.24
4/7/2019,17,11203.24
4/7/2019,18,11732.17
4/7/2019,19,12314.42
4/7/2019,20,12885.29
4/7/2019,21,12745.22
4/7/2019,22,11921.73
4/7/2019,23,11120.56
4/7/2019,24,10183.16
4/8/2019,1,9896.48
4/8/2019,2,10027.75
4/8/2019,3,10283.24
4/8/2019,4,10306.96
4/8/2019,5,10630.58
4/8/2019,6,11218.97
4/8/2019,7,12017.74
4/8/2019,8,13215.02
4/8/2019,9,13710.18
4/8/2019,10,13948.02
4/8/2019,11,14155.12
4/8/2019,12,14195.44
4/8/2019,13,14043.88
4/8/2019,14,13877.31
4/8/2019,15,13713.18
4/8/2019,16,13699.86
4/8/2019,17,13950.25
4/8/2019,18,14303.36
4/8/2019,19,14464.8
4/8/2019,20,14633.01
4/8/2019,21,14279.35
4/8/2019,22,13348.07
4/8/2019,23,12147.79
4/8/2019,24,11149.7
4/9/2019,1,10771.52
4/9/2019,2,10635.22
4/9/2019,3,10467.96
4/9/2019,4,10471.92
4/9/2019,5,10816.59
4/9/2019,6,11560.22
4/9/2019,7,12973.72
4/9/2019,8,13951.08
4/9/2019,9,14148.76
4/9/2019,10,14094.43
4/9/2019,11,13916.42
4/9/2019,12,13663.1
4/9/2019,13,13519.97
4/9/2019,14,13544.21
4/9/2019,15,13483.72
4/9/2019,16,13488.26
4/9/2019,17,13852.11
4/9/2019,18,14490.87
4/9/2019,19,14782.09
4/9/2019,20,14834.05
4/9/2019,21,14484.23
4/9/2019,22,13638.32
4/9/2019,23,12695.79
4/9/2019,24,11834.26
4/10/2019,1,11177.25
4/10/2019,2,10822.14
4/10/2019,3,10838.44
4/10/2019,4,10956.68
4/10/2019,5,11060.58
4/10/2019,6,11684.97
4/10/2019,7,13039.62
4/10/2019,8,13741.98
4/10/2019,9,13528.49
4/10/2019,10,13308.92
4/10/2019,11,13149.19
4/10/2019,12,12944.37
4/10/2019,13,12991.89
4/10/2019,14,12890.69
4/10/2019,15,12671.72
4/10/2019,16,12637.22
4/10/2019,17,13049.53
4/10/2019,18,13332.65
4/10/2019,19,13819.42
4/10/2019,20,14359.97
4/10/2019,21,14360.5
4/10/2019,22,13559.01
4/10/2019,23,12437.39
4/10/2019,24,11692.12
4/11/2019,1,11310.15
4/11/2019,2,11241.77
4/11/2019,3,11142.87
4/11/2019,4,11176.18
4/11/2019,5,11553.22
4/11/2019,6,12360.28
4/11/2019,7,13331.74
4/11/2019,8,13809.71
4/11/2019,9,13128.1
4/11/2019,10,12389.48
4/11/2019,11,12011.04
4/11/2019,12,12037.22
4/11/2019,13,11878.62
4/11/2019,14,11964.3
4/11/2019,15,12011.64
4/11/2019,16,12369.38
4/11/2019,17,12546.39
4/11/2019,18,13219.38
4/11/2019,19,13608.67
4/11/2019,20,14002.83
4/11/2019,21,13967.15
4/11/2019,22,13180.84
4/11/2019,23,12007.33
4/11/2019,24,11064.02
4/12/2019,1,10583.17
4/12/2019,2,10252.47
4/12/2019,3,10084.52
4/12/2019,4,10073.45
4/12/2019,5,10393.19
4/12/2019,6,11127.36
4/12/2019,7,12611.65
4/12/2019,8,13590.43
4/12/2019,9,13913.18
4/12/2019,10,14025.78
4/12/2019,11,14022.18
4/12/2019,12,13821.17
4/12/2019,13,13473.49
4/12/2019,14,13254.34
4/12/2019,15,12973.92
4/12/2019,16,12896.69
4/12/2019,17,13030.56
4/12/2019,18,13250.29
4/12/2019,19,13415.02
4/12/2019,20,13625.02
4/12/2019,21,13382.9
4/12/2019,22,12668.62
4/12/2019,23,11777.31
4/12/2019,24,10993.17
4/13/2019,1,10246.82
4/13/2019,2,10188.41
4/13/2019,3,10107.28
4/13/2019,4,9994.46
4/13/2019,5,10068.23
4/13/2019,6,10222.54
4/13/2019,7,10527.01
4/13/2019,8,10919.77
4/13/2019,9,11665.14
4/13/2019,10,11989.59
4/13/2019,11,12010.53
4/13/2019,12,11821.65
4/13/2019,13,11110.85
4/13/2019,14,10515.53
4/13/2019,15,10469.19
4/13/2019,16,10780.7
4/13/2019,17,11054.24
4/13/2019,18,11414.4
4/13/2019,19,11921.99
4/13/2019,20,12320.56
4/13/2019,21,12313.85
4/13/2019,22,11741.43
4/13/2019,23,10958.12
4/13/2019,24,10325.78
4/14/2019,1,9744.22
4/14/2019,2,9797.87
4/14/2019,3,9653.23
4/14/2019,4,9735.63
4/14/2019,5,9687.22
4/14/2019,6,9707.36
4/14/2019,7,9874.71
4/14/2019,8,9964.4
4/14/2019,9,10341.58
4/14/2019,10,10393.43
4/14/2019,11,10218.07
4/14/2019,12,10534.85
4/14/2019,13,10098.79
4/14/2019,14,9873.66
4/14/2019,15,10249.01
4/14/2019,16,10841.79
4/14/2019,17,11448.61
4/14/2019,18,12020.72
4/14/2019,19,12369.54
4/14/2019,20,12617.04
4/14/2019,21,12360.84
4/14/2019,22,11541.04
4/14/2019,23,10802.32
4/14/2019,24,10357.27
4/15/2019,1,9805.52
4/15/2019,2,9467.26
4/15/2019,3,9298.3
4/15/2019,4,9309.77
4/15/2019,5,9594.71
4/15/2019,6,10244.35
4/15/2019,7,11198.75
4/15/2019,8,12172.05
4/15/2019,9,12632.95
4/15/2019,10,12694.18
4/15/2019,11,12927.36
4/15/2019,12,12908.64
4/15/2019,13,12652.7
4/15/2019,14,12522.42
4/15/2019,15,12587.5
4/15/2019,16,12753
4/15/2019,17,12661.51
4/15/2019,18,12987.38
4/15/2019,19,13240.42
4/15/2019,20,13480.97
4/15/2019,21,13349.45
4/15/2019,22,12565.48
4/15/2019,23,11499.51
4/15/2019,24,10773.77
4/16/2019,1,10019.68
4/16/2019,2,9567.04
4/16/2019,3,9952.58
4/16/2019,4,10097.27
4/16/2019,5,10184.24
4/16/2019,6,10723.63
4/16/2019,7,12083.19
4/16/2019,8,12700.2
4/16/2019,9,12401.96
4/16/2019,10,11825.73
4/16/2019,11,11450.66
4/16/2019,12,11235.5
4/16/2019,13,11279.4
4/16/2019,14,11189.12
4/16/2019,15,11161.63
4/16/2019,16,11424.83
4/16/2019,17,11479.32
4/16/2019,18,12356.88
4/16/2019,19,13016.89
4/16/2019,20,13490.47
4/16/2019,21,13539.39
4/16/2019,22,12732.74
4/16/2019,23,11625.49
4/16/2019,24,10866.15
4/17/2019,1,10249.48
4/17/2019,2,10122.73
4/17/2019,3,10009.92
4/17/2019,4,10029.46
4/17/2019,5,10516.38
4/17/2019,6,10828.18
4/17/2019,7,11937.61
4/17/2019,8,12455.02
4/17/2019,9,12021.52
4/17/2019,10,11534.39
4/17/2019,11,11290.16
4/17/2019,12,10883.58
4/17/2019,13,10839.83
4/17/2019,14,10782.63
4/17/2019,15,10728.48
4/17/2019,16,10852.36
4/17/2019,17,11140.43
4/17/2019,18,11887.87
4/17/2019,19,12567.96
4/17/2019,20,13092.76
4/17/2019,21,13236.55
4/17/2019,22,12490.5
4/17/2019,23,11424.38
4/17/2019,24,10445.91
4/18/2019,1,10204.38
4/18/2019,2,10001.75
4/18/2019,3,10127.26
4/18/2019,4,10127.13
4/18/2019,5,10450.3
4/18/2019,6,10789.16
4/18/2019,7,11750.76
4/18/2019,8,12790.58
4/18/2019,9,13324.95
4/18/2019,10,13528.7
4/18/2019,11,13655.18
4/18/2019,12,13655.18
4/18/2019,13,13549.84
4/18/2019,14,13468.11
4/18/2019,15,13478.07
4/18/2019,16,13544.71
4/18/2019,17,13706.21
4/18/2019,18,13905.65
4/18/2019,19,13929.41
4/18/2019,20,13887.56
4/18/2019,21,13581.26
4/18/2019,22,12773.04
4/18/2019,23,11883.56
4/18/2019,24,11140.36
4/19/2019,1,10521.85
4/19/2019,2,10313.77
4/19/2019,3,10082.41
4/19/2019,4,10452.32
4/19/2019,5,10792.42
4/19/2019,6,11138.39
4/19/2019,7,11665.66
4/19/2019,8,12393.33
4/19/2019,9,12489.9
4/19/2019,10,12324.07
4/19/2019,11,12401.74
4/19/2019,12,12349.29
4/19/2019,13,12067.06
4/19/2019,14,12062.58
4/19/2019,15,12142.69
4/19/2019,16,12208.95
4/19/2019,17,12432.12
4/19/2019,18,12690.99
4/19/2019,19,12772.28
4/19/2019,20,12963.3
4/19/2019,21,12848.1
4/19/2019,22,12192.92
4/19/2019,23,11508.28
4/19/2019,24,10650.85
4/20/2019,1,9718.76
4/20/2019,2,9384.97
4/20/2019,3,9541.27
4/20/2019,4,9410.1
4/20/2019,5,9424.3
4/20/2019,6,9535.69
4/20/2019,7,9920.85
4/20/2019,8,10394.36
4/20/2019,9,11324.28
4/20/2019,10,12103.03
4/20/2019,11,12537.57
4/20/2019,12,12745.21
4/20/2019,13,12638.39
4/20/2019,14,12423.14
4/20/2019,15,12232.97
4/20/2019,16,12100.3
4/20/2019,17,12301.7
4/20/2019,18,12621.73
4/20/2019,19,12709.5
4/20/2019,20,12777.98
4/20/2019,21,12644.58
4/20/2019,22,12053.81
4/20/2019,23,11231.24
4/20/2019,24,10490.52
4/21/2019,1,10099.62
4/21/2019,2,9757.96
4/21/2019,3,10069.6
4/21/2019,4,10149.92
4/21/2019,5,10295.74
4/21/2019,6,10446.96
4/21/2019,7,10269.51
4/21/2019,8,10393.48
4/21/2019,9,10840.35
4/21/2019,10,11391.17
4/21/2019,11,11442.89
4/21/2019,12,11518.96
4/21/2019,13,11244.96
4/21/2019,14,11068.19
4/21/2019,15,10755.06
4/21/2019,16,10542.91
4/21/2019,17,10474.46
4/21/2019,18,10867.47
4/21/2019,19,11303.19
4/21/2019,20,11873.02
4/21/2019,21,12219.66
4/21/2019,22,11552.03
4/21/2019,23,10802.9
4/21/2019,24,10148.32
4/22/2019,1,9757.5
4/22/2019,2,9682.47
4/22/2019,3,9686.44
4/22/2019,4,9659.97
4/22/2019,5,9689.14
4/22/2019,6,10325.66
4/22/2019,7,11336.56
4/22/2019,8,12159.39
4/22/2019,9,12301.68
4/22/2019,10,12217.14
4/22/2019,11,12253.01
4/22/2019,12,12336.8
4/22/2019,13,12588.85
4/22/2019,14,12854.42
4/22/2019,15,12849.26
4/22/2019,16,12987.39
4/22/2019,17,13316.38
4/22/2019,18,13709.98
4/22/2019,19,13868.92
4/22/2019,20,13873
4/22/2019,21,13528.4
4/22/2019,22,12615.44
4/22/2019,23,11399.46
4/22/2019,24,10370.28
4/23/2019,1,10091.12
4/23/2019,2,9813.35
4/23/2019,3,9617.72
4/23/2019,4,9821.08
4/23/2019,5,10098.76
4/23/2019,6,10619.44
4/23/2019,7,11837.52
4/23/2019,8,12707.68
4/23/2019,9,12832.51
4/23/2019,10,12660.93
4/23/2019,11,12520.69
4/23/2019,12,12318.71
4/23/2019,13,12104.42
4/23/2019,14,11947.29
4/23/2019,15,12192.99
4/23/2019,16,12312.57
4/23/2019,17,12175.63
4/23/2019,18,12663.56
4/23/2019,19,13188.63
4/23/2019,20,13635.11
4/23/2019,21,13581.58
4/23/2019,22,12679.21
4/23/2019,23,11660.27
4/23/2019,24,10665.57
4/24/2019,1,10010.4
4/24/2019,2,10075.16
4/24/2019,3,10093.81
4/24/2019,4,10138.19
4/24/2019,5,10499.12
4/24/2019,6,10854.64
